"Nazwa";"Zadruk";"Laminowanie";"Mechanizm";"Wielobig";"Kółko grzbietowe";"Kieszonki (wklejane)";"Nakład";"Product quantity limit";"Koszt";"Dodatkowe dni"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Ryggficka";"900";"999";"18.99";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Ryggficka";"1000";"9999";"18.56";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"1";"9";"428.66";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"10";"19";"106.74";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"20";"49";"65.97";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"50";"74";"44.52";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"75";"99";"38.08";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"100";"149";"33.79";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"150";"199";"31.65";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"200";"249";"30.57";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"250";"299";"29.50";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"300";"399";"27.35";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"400";"499";"24.14";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"500";"599";"21.99";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"600";"699";"20.49";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"700";"799";"20.06";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"800";"899";"19.63";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"900";"999";"19.20";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Ja";"Nej";"Trekantig ficka";"1000";"9999";"18.77";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"1";"9";"428.01";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"10";"19";"106.09";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"20";"49";"65.33";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"50";"74";"43.87";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"75";"99";"37.44";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"100";"149";"33.15";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"150";"199";"31.00";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"200";"249";"29.93";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"250";"299";"28.86";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"300";"399";"26.71";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"400";"499";"23.49";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"500";"599";"21.35";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"600";"699";"19.85";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"700";"799";"19.42";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"800";"899";"18.99";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"900";"999";"18.56";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ficka för visitkort";"1000";"9999";"18.13";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"1";"9";"427.16";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"10";"19";"105.23";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"20";"49";"64.47";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"50";"74";"43.02";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"75";"99";"36.58";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"100";"149";"32.29";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"150";"199";"30.14";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"200";"249";"29.07";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"250";"299";"28.00";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"300";"399";"25.85";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"400";"499";"22.63";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"500";"599";"20.49";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"600";"699";"18.99";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"700";"799";"18.56";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"800";"899";"18.13";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"900";"999";"17.70";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Icke";"1000";"9999";"17.27";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"1";"9";"428.01";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"10";"19";"106.09";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"20";"49";"65.33";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"50";"74";"43.87";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"75";"99";"37.44";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"100";"149";"33.15";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"150";"199";"31.00";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"200";"249";"29.93";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"250";"299";"28.86";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"300";"399";"26.71";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"400";"499";"23.49";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"500";"599";"21.35";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"600";"699";"19.85";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"700";"799";"19.42";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"800";"899";"18.99";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"900";"999";"18.56";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Ryggficka";"1000";"9999";"18.13";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"1";"9";"428.23";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"10";"19";"106.31";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"20";"49";"65.54";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"50";"74";"44.09";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"75";"99";"37.65";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"100";"149";"33.36";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"150";"199";"31.22";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"200";"249";"30.14";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"250";"299";"29.07";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"300";"399";"26.93";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"400";"499";"23.71";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"500";"599";"21.56";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"600";"699";"20.06";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"700";"799";"19.63";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"800";"899";"19.20";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"900";"999";"18.77";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR23/04/152";"Nej";"Nej";"Trekantig ficka";"1000";"9999";"18.34";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"1";"9";"428.66";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"10";"19";"106.84";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"20";"49";"66.08";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"50";"74";"44.63";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"75";"99";"38.19";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"100";"149";"33.90";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"150";"199";"31.75";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"200";"249";"30.68";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"250";"299";"29.61";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"300";"399";"27.46";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"400";"499";"24.24";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"500";"599";"22.10";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"600";"699";"20.60";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"700";"799";"20.17";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"800";"899";"19.74";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"900";"999";"19.31";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ficka för visitkort";"1000";"9999";"18.88";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"1";"9";"427.80";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"10";"19";"105.98";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"20";"49";"65.22";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"50";"74";"43.77";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"75";"99";"37.33";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"100";"149";"33.04";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"150";"199";"30.89";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"200";"249";"29.82";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"250";"299";"28.75";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"300";"399";"26.60";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"400";"499";"23.39";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"500";"599";"21.24";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"600";"699";"19.74";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"700";"799";"19.31";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"800";"899";"18.88";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"900";"999";"18.45";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Icke";"1000";"9999";"18.02";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"1";"9";"428.66";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"10";"19";"106.84";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"20";"49";"66.08";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"50";"74";"44.63";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"75";"99";"38.19";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"100";"149";"33.90";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"150";"199";"31.75";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"200";"249";"30.68";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"250";"299";"29.61";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"300";"399";"27.46";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"400";"499";"24.24";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"500";"599";"22.10";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"600";"699";"20.60";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"700";"799";"20.17";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"800";"899";"19.74";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"900";"999";"19.31";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Ryggficka";"1000";"9999";"18.88";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"1";"9";"428.87";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"10";"19";"107.06";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"20";"49";"66.29";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"50";"74";"44.84";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"75";"99";"38.40";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"100";"149";"34.11";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"150";"199";"31.97";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"200";"249";"30.89";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"250";"299";"29.82";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"300";"399";"27.68";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"400";"499";"24.46";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"500";"599";"22.31";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"600";"699";"20.81";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"700";"799";"20.38";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"800";"899";"19.95";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"900";"999";"19.52";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Ja";"Nej";"Trekantig ficka";"1000";"9999";"19.09";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"1";"9";"428.23";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"10";"19";"106.41";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"20";"49";"65.65";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"50";"74";"44.20";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"75";"99";"37.76";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"100";"149";"33.47";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"150";"199";"31.32";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"200";"249";"30.25";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"250";"299";"29.18";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"300";"399";"27.03";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"400";"499";"23.81";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"500";"599";"21.67";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"600";"699";"20.17";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"700";"799";"19.74";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"800";"899";"19.31";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"900";"999";"18.88";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ficka för visitkort";"1000";"9999";"18.45";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"1";"9";"427.37";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"10";"19";"105.56";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"20";"49";"64.79";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"50";"74";"43.34";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"75";"99";"36.90";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"100";"149";"32.61";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"150";"199";"30.47";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"200";"249";"29.39";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"250";"299";"28.32";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"300";"399";"26.17";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"400";"499";"22.96";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"500";"599";"20.81";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"600";"699";"19.31";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"700";"799";"18.88";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"800";"899";"18.45";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"900";"999";"18.02";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Icke";"1000";"9999";"17.59";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ryggficka";"1";"9";"428.23";"0"
"Reklampärmar";"CMYK-tryck 4/0";"Matt folie";"STR30/04/152";"Nej";"Nej";"Ryggficka";"10";"19";"106.41";"0"
